id,x,y,z
Node173,73.72406181563746,128.58202418831388,-203.41511075598234
Node174,63.217061039976166,166.53783930473463,-153.39637931026672
Node175,54.9714192524792,154.11317460790772,-139.27631957121028
Node176,82.82426905405339,191.02822775341386,-128.63288260569544
Node177,80.75255973251869,149.1487481108817,-115.10353825167735
Node178,64.05941236801331,222.33545899250808,-98.81999749202791
Node179,90.231166299982,209.1546227936266,-100.90424085237584
Node180,15.469676179198345,121.75781336073648,-50.23969465247204
Node181,48.72466316519369,142.7425417405384,-53.832791004329245
Node182,88.53394692717255,223.01767211052314,-58.55046936806088
Node183,64.88362950781047,257.0984531964275,-62.77434666344823
Node184,46.63816920519618,148.31092102712492,10.168429348899307
Node185,27.26243408868857,167.2895102843094,31.52245456312444
Node186,40.403295110782366,231.65158343174107,-5.493438381443928
Node187,18.75513697126572,164.8383198819892,2.4341033579485147
Node188,11.448909062018743,151.75878343621605,44.31061260551068
Node189,-11.476567688119317,229.3676822422921,46.139190900422854
Node190,17.286087024420194,267.40126265820356,35.950770703137785
Node191,-15.650434371420982,221.2273885395191,79.01090526727927
Node192,-0.4099244496350459,250.91577533092877,61.359176790666204
Node193,-16.17650911666053,164.2179225686782,81.59016980753813
Node194,-5.72060589159534,244.57302129236993,6.01968416410879
Node195,-52.05962981197751,226.87074149904822,-2.570871812402637
Node196,-26.488768133171604,196.19160447790338,2.26245568780952
Node197,-22.260580529201402,161.7388193660217,12.258461513131541
Node198,-44.83126849923904,190.0490349582583,39.771385644956126
Node199,-2.895171115905952,131.46347106069763,4.243256037295077
Node200,27.818304220224057,81.56683714759949,-81.44828840703295
Node201,77.49647524910137,12.726198184430043,-100.05265966519792
Node202,118.11626760791594,-18.907141158420533,-88.14761848616138
Node203,79.27432033742784,-28.84898252923524,-63.87955346491197
Node204,108.24657933233185,-9.650871107220965,-40.799813774778656
Node205,119.95151535584313,-1.1655722458805502,-12.666633766289186
Node206,69.4974335799884,3.7651352610805517,-12.004020881292394
Node207,80.43181907070748,27.733530868889638,5.813437531494153
Node208,93.12128394088494,11.229884803834738,23.857253296986208
Node209,89.08535266735429,4.63295532033953,46.25507238305674
Node210,65.74118459094045,-22.04215756049403,16.703734091599767
Node211,66.47589995351069,-48.89458954378364,39.781078541798095
Node212,33.127240718509704,-51.79318431974363,60.42741279340106
Node213,84.14341898711007,-18.25698509671105,72.57967837562208
Node214,43.8526682648759,-38.67141764911821,117.73063500301593
Node215,28.9031786869862,-76.99444925468588,133.24915967621723
Node216,16.12708009166172,-86.38927558923321,190.35236389693338
Node217,-13.537108041461936,-89.00671913361532,171.03048095585262
Node218,-26.479832002494465,-21.119091589157044,179.74032447397633
Node219,-15.093615861378613,-46.58957532207508,142.81257062143976
Node220,-53.92648696610036,-24.32029150594551,153.97567771972993
Node221,-48.43063144495912,-91.62025253676634,167.74832787386657
Node222,-12.752004144775476,-62.559543653658075,174.63789372958036
Node223,-48.48551185210702,-119.26890711357689,210.66198472061345
Node224,-70.46442869223962,-42.04282175760839,110.15260464641703
Node225,-78.0569658625233,-84.45627918560609,175.4095349793017
Node226,-77.38540008209957,-44.892382246849685,146.51547234271703
Node227,-71.50882409704082,-85.57939611753216,133.13506896696316
Node228,3.5240422994779026,-120.57119141288048,113.46489140277093
Node229,21.324379876037373,-84.80280278358994,106.2283197871387
Node230,36.33276827483818,-94.30072812883469,-7.158764943923183
Node231,181.06472348966818,80.11076510919204,-93.56124944268137
Node232,312.54511735607565,140.03955198537204,-109.58152703652081
Node233,300.726949475743,158.04349633690396,-53.70941145878144
Node234,211.5590257528257,161.38393660017363,61.123230141705875
Node235,263.5536533703774,136.5452719760639,-60.551286862387464
Node236,362.5065354067295,177.2979151566165,-82.73539071829936
Node237,362.96889200433174,203.97759783141305,-105.84531102817242
Node238,368.09361376698064,170.2398180390985,-106.18572490112838
Node239,376.3689236994382,200.43459323011643,-56.12982649354352
Node240,362.5963114454765,167.5831229397298,-42.18894747188516
Node241,365.916927189764,225.7572274389282,-41.23619553553161
Node242,354.3792717102135,238.17369623463696,-67.62063074235077
Node243,307.07539086655504,195.85476255213263,1.2560778431788917
Node244,257.20703454611225,129.95838791380962,-14.942031404115761
Node245,322.5364158907403,215.21366592539832,-30.561197405862437
Node246,311.90564269762405,207.6803233058445,-69.55719963030681
Node247,242.07699927230018,189.14680392676945,-61.632817868196426
Node248,231.55800678941918,163.29444855104546,-16.027311582047965
Node249,272.4988394986137,161.62748966261302,-20.910557333616957
Node250,281.0950169191513,228.58302717653888,15.391419401314561
Node251,230.86871230532074,197.4192863734148,23.26386875893999
Node252,268.7166610429387,208.72289142827535,11.429254188791944
Node253,230.6869705392377,160.463959369563,43.22000690552797
Node254,205.4851847618489,212.3563504758472,33.54995236819633
Node255,157.83651416973507,157.8215140532568,33.996987188862995
Node256,216.9687832965708,135.9019262027794,60.00409888104298
Node257,157.24787795942234,146.70876374137808,87.24618876626222
Node258,84.65848780775151,105.80162201100309,62.76814677267483
Node259,122.57779766917189,112.38030506826331,80.41316642117197
Node260,90.50626701086057,116.79910740816382,116.72373527807852
Node261,112.16157205061245,134.09023330884125,124.00783763654802
Node262,69.04261518432259,98.53781879259847,115.74202487378388
Node263,169.8692780095954,182.8600348464465,123.80607405018982
Node264,91.63549697704569,143.01672950046313,76.94031540495202
Node265,160.90110215502773,220.65886880163836,121.13604997406269
Node266,126.10932670972626,201.9820101653095,117.84304107502734
Node267,142.07387304722175,200.38789849587891,163.90971463347717
Node268,113.9925180757771,223.99428427395688,147.9870635748159
Node269,85.22894228522492,176.65285797117548,136.81575200399607
Node270,120.29295494149419,256.9689333608603,100.58311737625093
Node271,74.05222659785676,211.8442419218998,104.49344346298442
Node272,100.27304452641548,154.51550183043997,99.14349051544244
Node273,50.980377090777154,83.43502952855121,63.478914742384056
Node274,-2.8297146465440153,-69.76283329129208,7.388933114865701
Node275,9.368006728010858,-103.13212628993665,69.93967544407373
Node276,-29.741069352922796,-154.78630051105753,33.48977637835023
Node277,-49.74731569838635,-260.0405793610795,20.524209926765618
Node278,1.4104376938259038,-221.2011782726106,58.57085739431618
Node279,-62.73144625474017,-154.41758256569267,44.280671829711245
Node280,-65.14786953176211,-231.19394839085592,25.42251961052113
Node281,-38.187453609273895,-198.00153886142235,94.14087269842825
Node282,-65.1250406757135,-190.43885044448473,51.74976182786149
Node283,-77.72676511610665,-222.59338006403803,71.58188052080963
Node284,-82.11203511313133,-266.9418526116702,76.74523718582516
Node285,-61.872149398157944,-136.04379490818377,65.4486067718949
Node286,-63.76484157630296,-141.85760329381253,93.96110113661398
Node287,-44.38265640035301,-102.91517961130118,89.81936748463407
Node288,-71.6299234167701,-151.14250289418612,131.54375561511003
Node289,-93.74699342200141,-130.66412121623918,123.32252073545511
Node290,-102.41222572108272,-173.21990086310936,102.30546533434132
Node291,-128.4769251209778,-216.81421094145276,121.48153551738213
Node292,-126.7705863587447,-178.25655655072975,70.99534228300547
Node293,-151.70070510819988,-248.16464503677517,70.89367852762852
Node294,-152.3838102185061,-263.51005962334585,96.94533685649156
Node295,-177.66256154957753,-283.40581364689797,64.86341418591955
Node296,-171.12908579987152,-215.94458120712432,38.822084394411405
Node297,-136.76516119681568,-164.7874945342874,37.659834023590946
Node298,-197.23699616515097,-280.9436568366187,33.37818160432753
Node299,-202.37071732378814,-219.3269241462366,39.58947991163017
Node300,-197.42803096238072,-284.2982318294152,-14.807947728825258
Node301,-195.8157478137483,-228.33980225445737,6.074314458886901
Node302,-151.08323603034526,-225.82450568825428,-16.210513228042952
Node303,-186.8900304055122,-286.2777524041202,-52.08025690499223
Node304,-179.5020570741496,-254.2402233947655,-62.360609800639466
Node305,-193.24666371149365,-223.30752676219004,-37.266078071493894
Node306,-148.7742304755166,-211.9742732069448,-81.55562687355996
Node307,-127.55697077600374,-217.99254900461153,-104.31629869966977
Node308,-15.1036828608156,-147.92204899621873,-111.73721874124894
Node309,146.23923031762135,-57.2295530241588,-4.547471693160601
Node310,241.41109574067016,-76.11935638815507,74.24826171407672
Node311,204.83635181175984,-39.10912433635148,61.01162176906661
Node312,174.67254509060612,-72.45878872586019,81.02389184784464
Node313,213.75884922740698,-29.978381477304104,136.29376109438306
Node314,181.21150008244948,-53.56535421266665,94.30952621803779
Node315,185.9235914121958,-54.06729206118804,143.97583538856665
Node316,282.53804253650117,-54.85199619051551,159.50293776100492
Node317,261.3271810285386,-20.300036575978865,173.60310613380895
Node318,232.1470094395706,-38.543715417116104,161.94757190317264
Node319,252.19388511628483,-25.020367976999353,203.2739465550162
Node320,213.6887617240679,7.947190736179312,147.18641979393212
Node321,218.80625287078948,-2.21816986344899,180.89648607244274
Node322,166.2752553547042,6.701632008197344,167.54823256334356
Node323,108.57486506081729,24.79084428796072,167.18713206585943
Node324,126.39818903221526,-15.528554813799364,160.15295341454524
Node325,168.1133367862733,13.104065678523046,219.81875396261077
Node326,102.74979143523247,38.98850774280542,193.35626788535683
Node327,55.577795167698866,22.343545074973868,207.93956218351738
Node328,118.07890539548222,63.99501334201915,227.04693029595236
Node329,143.72355063618014,25.84863136762961,253.23526921687247
Node330,79.31023320054202,46.340079140524736,221.75901348739168
Node331,88.48219665013092,7.16796674681373,231.13864049007307
Node332,107.84029050755683,26.17724816755352,271.5738422305717
Node333,144.17958271319347,19.646595437216885,305.77920684312426
Node334,123.99960437994775,1.882453405239067,312.3291250456505
Node335,90.54291673415388,-16.305965925018064,281.68558140188014
Node336,112.91682685422704,40.99396745363858,283.84590799712737
Node337,168.03364784327977,-17.715458683093814,236.92374970817409
Node338,114.80692258750801,-15.827851437071857,94.65414768944386
Node339,18.285603182546897,62.167566892768036,179.56661543379386
Node340,-12.70131774333745,111.43609268674777,137.0556677919959
Node341,-6.450911140004411,118.79506200004575,189.63658678009872
Node342,27.45222395027546,150.25623695626683,239.8122887978048
Node343,9.708521522764839,107.006061653421,179.79408755353347
Node344,2.276660325255465,141.26500430688228,225.003634987274
Node345,-26.971678412146787,141.66436610750173,243.92047120342966
Node346,-17.851150247193765,103.42382883771207,247.1289020670809
Node347,-45.32767770615278,126.10288389285262,274.7443180091952
Node348,-81.38008325314996,183.62396817740128,309.9870740598098
Node349,-64.3669367912085,120.23024235014266,227.58746831474787
Node350,-83.8080348538148,150.00663845885677,292.19955283090775
Node351,-105.23623368761966,165.5910039267763,316.2561899087798
Node352,-101.93717981890813,105.1325918383393,251.70322323245202
Node353,-123.06472912127289,107.84458304275044,295.14261438623987
Node354,-142.66904545569287,99.91396654745698,247.07760432980095
Node355,-130.24785297606857,169.04523438392613,274.71385939242236
Node356,-185.60207353433682,165.34513420131472,258.4519117677169
Node357,-170.1158583932836,184.14753410745408,308.8689545556753
Node358,-129.62255611221062,178.2496591491904,228.72023273885793
Node359,-164.95438394151094,145.68436228283866,281.9009790454605
Node360,-177.4721850545712,188.04071311336384,241.79964009923683
Node361,-154.18858239241942,142.95285100470906,229.955583599184
Node362,-179.14663679716827,119.27037522360695,225.725763386284
Node363,-143.7327497189131,168.59811294717474,156.64213069730036
Node364,-136.8188227260054,135.66632909386502,61.410974762366806
Node365,-96.83622076675613,93.65143143182748,93.66650242727803
Node366,-68.2508314569958,29.782739370874435,152.28954483890263
Node367,-73.09005579391786,61.327025179113896,156.14409424535015
Node368,-97.91595475096557,84.4536596301579,164.73616522469231
Node369,-98.04300911371939,52.71673399913605,123.53375223910889
Node370,-130.7214636359016,31.713782828974544,119.77328814936007
Node371,-121.93522815871779,31.49076834925791,185.76120666947892
Node372,-145.86310633604575,69.83292942200538,168.4945867049457
Node373,-167.97526084436473,37.5307581911723,184.06875010344535
Node374,-154.59879167091376,51.36801617144415,140.1723512443211
Node375,-187.58714303917026,52.60803064920362,132.70849300450482
Node376,-237.09501662134184,67.47573835391734,141.09053984936847
Node377,-215.58619923581523,62.07017839666695,174.8262454712603
Node378,-254.8975499695442,70.23842131908539,176.42618202179045
Node379,-221.817356650019,99.79759746345476,140.12912970010726
Node380,-287.5563565210304,112.37149793295801,164.5753879739034
Node381,-270.9442710857247,60.38984848410461,126.21020407934327
Node382,-293.6859033170595,92.75418999997329,132.19546012822522
Node383,-272.22345877263456,137.15948768024447,132.71066976719695
Node384,-276.15718819842516,118.53425120199734,117.6248584333053
Node385,-232.3176603322126,115.80623983680405,101.4544614103157
Node386,-302.3999892964212,150.3742399714758,99.89287105313338
Node387,-223.74665902184836,114.72821424266749,76.54189055564373
Node388,-279.26794659221434,109.08646196721045,52.420302355380834
Node389,-289.99985947205624,167.93840519648697,55.96801100848355
Node390,-223.19750742148707,153.39783246630725,57.82556967859133
Node391,-244.46452625863998,193.91720906317397,5.889975951387671
Node392,-256.3903270241968,154.09778252342994,13.917504866063402
Node393,-180.53410491427306,123.3306617617655,37.971082866810946
Node394,-220.29943300981685,181.07582912204833,27.66129910064818
Node395,-184.85335232673444,153.11626337263343,-52.60460518325414
Node396,-175.81105547889732,149.36265510313348,-4.868061371537125
Node397,-138.793547290448,62.077006940021406,40.750131112783684
Node398,-126.07776993298722,34.2971042253769,80.17488327696003
Node399,-120.2130778575711,76.84754514302445,50.513222137442696
Node400,-90.59142260970316,126.65888377370354,21.522376509614677
Node401,-126.71560094455404,114.95906116651456,16.93804123940714
Node402,-120.70470085713758,105.78796520126971,43.98277649064257
Node403,-123.37234988744454,85.15589278190188,-4.557796445080527
Node404,-87.44632938885728,77.49251474620635,20.19149433433118
Node405,-163.6333457185412,82.76077627938508,-2.6652274386930555
Node406,-155.3489147232862,122.37106657137818,-43.18090566652981
Node407,-125.94448319575709,82.67678283850515,-40.059314282710886
Node408,-153.35356404124468,119.96724302126253,-104.68681056000247
Node409,-149.4551612434619,79.43410809528801,-100.06964113876458
Node410,-140.55148111995499,35.59061610009061,-123.88900487313623
Node411,-204.20633910972387,47.96648895337347,-206.80457879023905
Node412,-183.36241675314926,76.40097238576135,-201.39959252844216
Node413,-166.93657317700803,79.10210574582882,-175.52796359316977
Node414,-150.42165254456094,87.20588138047394,-236.69490893342754
Node415,-175.42691994661604,51.74622585767386,-270.1605127847542
Node416,-131.19681701536686,27.878303199099722,-171.21686043590006
Node417,-145.84164033790208,18.06097549834604,-232.90382092044308
Node418,-185.05536872436122,26.232276836359343,-261.6711758439762
Node419,-153.24581726521967,-3.27828924593254,-268.4528661185061
Node420,-152.940207119185,-31.66067382807082,-227.88007469616295
Node421,-128.94936194838672,-8.985641512755953,-292.7944356714679
Node422,-114.84157908011582,-43.060633863773155,-310.0125513999563
Node423,-61.089553999473615,-18.875710006105184,-291.7412483909317
Node424,-41.73312650239618,-111.0246980569852,-201.95355297385964
Node425,16.664587113314376,-233.54081204783853,-56.747947562291834
Node426,22.65557317694609,-270.9242834370739,15.55628006782176
Node427,7.947528197304146,-247.06337893527532,71.20738168887615
Node428,2.12221555595191,-287.4069592854641,92.74336804123213
Node429,25.393144082351352,-224.11939863075494,121.14606750545344
Node430,51.96790085220762,-243.24529533255892,132.2650751201143
Node431,33.23239582919753,-310.5789171458316,142.39384392183447
Node432,32.95289678191804,-208.29471253678116,154.9290369091981
Node433,-2.943628512477853,-197.92239359270906,154.73299245052345
Node434,-15.392642094137432,-261.3475023776114,150.48379516840546
Node435,-10.968750420001406,-209.76408191582854,129.48532985872274
Node436,-139.4377491841142,-158.841632357859,110.83676325528145
Node437,-89.55238881179604,-87.82280797644813,71.58138844573277
Node438,-164.3004990877367,-170.92657270021635,117.43240653359062
Node439,-137.56609660752275,-76.65844887507998,85.95567919844032
Node440,-153.80904374409445,-154.91977253984504,87.48209912428271
Node441,-136.29101493657163,-111.26402688968388,88.73883788380849
Node442,-134.26506217929872,-117.02075332771106,43.690672635913955
Node443,-115.5485870536584,-87.70224539836775,43.91740397540775
Node444,-93.14675854890923,-109.82177426847448,65.84069659485883
Node445,-45.396049653319544,-74.50665984662032,54.36864961886398
Node446,-68.59583879147027,-122.46790467118583,14.178014422205894
Node447,-80.43766336933295,-158.51827085177058,-17.588921768399914
Node448,-52.180418737439965,-164.35472052477425,-23.460052064106208
Node449,-10.260869298684623,-174.9628186914433,-14.177609504921765
Node450,-0.4710086677667928,-135.52092308772933,11.091088902768412
Node451,-17.612431865686876,-86.39832615714843,10.236563657775125
Node452,-33.150860943708096,-139.07153905332112,-17.931768481970316
Node453,-18.72424814565748,-176.45159801836763,-53.29801775274143
Node454,-27.874761381012547,-204.43851519632742,-88.2046295640058
Node455,8.857596209811128,-121.88379353802391,-36.5166267145121
Node456,7.932227574061874,-179.2171081763987,-85.32908237012064
Node457,13.752768594014219,-131.27403147995486,-104.45854718746571
Node458,-11.143725241955684,-88.54478436229724,-65.26308024025134
Node459,0.5020482119152438,-47.3088236454054,-80.56012019155591
Node460,39.554875080097446,-30.686233760010534,133.0629856651818
Node461,18.536401695506182,17.046906788928837,25.67226635761778
Node462,-0.47092975895990663,58.24664523519841,16.90420410417397
Node463,-53.26657274620309,-47.65692083076927,73.02774674440595
Node464,-57.31764983813797,-22.28279291433848,96.80811222732031
Node465,24.151643197822544,15.578464233532385,127.93136333422129
Node466,-7.727447001816435,-19.2003181162934,28.613747673080486
Node467,37.94720708225495,16.653925595364775,80.66352695368725
Node468,-32.555116432238975,-2.0984953333236116,4.257407228397233
Node469,-78.55265385378613,-15.480735625060902,39.20700749355295
Node470,-23.833660825332046,15.247530412132873,-21.915984205809202
Node471,16.77181693269084,-17.487849794673295,8.493140851575625
Node472,4.50377869716486,19.700714053058533,52.65097705195045
Node473,-49.48243052645546,2.476965077243773,92.10504231375957
